,Agency,Agency Type,Distribution Channel,Product Name,Net Sales,Commision (in value),category_age,category_duration,Continent,Claim
7787,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,1,0,1,0
8692,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,4,1,0
9266,CBH,Travel Agency,Offline,Comprehensive Plan,29.0,9.57,4,1,1,0
25694,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,4,1,0
4141,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,1,3,1,0
19584,JZI,Airlines,Online,Basic Plan,26.0,9.1,3,4,1,0
37679,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,99.0,59.4,3,2,1,0
30060,C2B,Airlines,Online,Bronze Plan,27.0,6.75,1,0,1,0
29180,EPX,Travel Agency,Online,Cancellation Plan,51.0,0.0,2,4,2,0
23261,C2B,Airlines,Online,Bronze Plan,17.55,4.39,2,0,1,0
20793,C2B,Airlines,Online,Silver Plan,76.3,19.07,2,4,1,0
4152,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,1,0
24119,C2B,Airlines,Online,Bronze Plan,23.5,5.88,1,1,1,1
17454,C2B,Airlines,Online,Bronze Plan,35.25,8.81,2,2,1,0
27691,JZI,Airlines,Online,Basic Plan,35.0,12.25,4,1,1,0
27789,EPX,Travel Agency,Online,Cancellation Plan,0.0,0.0,2,1,2,0
3305,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,2,1,1,0
36210,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,5,1,0
20049,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,2,1,1,0
29075,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,6,1,0
2768,EPX,Travel Agency,Online,Cancellation Plan,37.0,0.0,2,2,1,0
1771,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,1,0
16492,EPX,Travel Agency,Online,Cancellation Plan,20.0,0.0,2,4,1,0
16117,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,65.34,4,3,4,0
32326,EPX,Travel Agency,Online,2 way Comprehensive Plan,70.0,0.0,2,1,1,0
20212,EPX,Travel Agency,Online,Cancellation Plan,31.0,0.0,2,3,1,0
17950,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79.2,47.52,3,3,4,0
37333,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,41.58,2,4,4,0
3781,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2,3,1,0
38391,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,2,4,2,0
4172,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2,0,1,0
38089,EPX,Travel Agency,Online,Cancellation Plan,41.0,0.0,2,2,1,0
20626,EPX,Travel Agency,Online,Cancellation Plan,54.0,0.0,2,2,4,0
7843,C2B,Airlines,Online,Silver Plan,18.5,4.63,1,1,1,0
29404,CBH,Travel Agency,Offline,Comprehensive Plan,0.0,24.09,1,4,1,0
8706,EPX,Travel Agency,Online,2 way Comprehensive Plan,0.0,0.0,2,6,2,0
4421,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,118.8,71.28,1,6,4,0
35152,EPX,Travel Agency,Online,Cancellation Plan,39.0,0.0,2,4,1,0
32933,C2B,Airlines,Online,Bronze Plan,29.5,7.38,4,3,1,0
11821,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,1,0
4496,EPX,Travel Agency,Online,1 way Comprehensive Plan,21.0,0.0,2,0,1,0
30331,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,3,1,3,0
15878,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,1,6,1,0
27888,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,3,1,0
39171,C2B,Airlines,Online,Bronze Plan,16.0,4.0,2,1,1,0
12798,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,2,2,0
29450,C2B,Airlines,Online,Annual Silver Plan,161.0,40.25,1,6,1,0
14070,EPX,Travel Agency,Online,Cancellation Plan,24.0,0.0,1,5,1,0
16558,EPX,Travel Agency,Online,2 way Comprehensive Plan,23.0,0.0,2,0,1,0
8846,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,4,1,0
14867,EPX,Travel Agency,Online,2 way Comprehensive Plan,86.0,0.0,2,3,2,0
31233,EPX,Travel Agency,Online,2 way Comprehensive Plan,32.0,0.0,2,6,1,0
23367,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,1,1,1,0
7156,EPX,Travel Agency,Online,Cancellation Plan,30.0,0.0,2,6,1,0
10602,C2B,Airlines,Online,Silver Plan,24.05,6.01,4,0,1,0
27133,EPX,Travel Agency,Online,2 way Comprehensive Plan,36.0,0.0,2,1,1,0
13032,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,1,0
248,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,2,1,1,0
5344,EPX,Travel Agency,Online,2 way Comprehensive Plan,39.0,0.0,2,4,1,0
14132,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,4,1,0
1977,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49.5,29.7,3,1,4,0
29943,EPX,Travel Agency,Online,Cancellation Plan,32.0,0.0,2,4,1,0
3469,SSI,Airlines,Online,Ticket Protector,2.25,0.63,2,0,1,0
7694,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2,4,3,0
2280,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,1,1,0
17285,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,3,3,1,0
15051,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49.5,29.7,2,1,4,0
16137,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,6,1,0
1425,ART,Airlines,Online,24 Protect,8.85,3.1,2,0,1,0
11360,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,3,1,0
9996,EPX,Travel Agency,Online,Cancellation Plan,34.0,0.0,2,5,1,0
22346,RAB,Airlines,Online,Value Plan,23.0,9.2,3,2,1,0
5149,JZI,Airlines,Online,Basic Plan,35.0,12.25,3,6,1,0
3476,JZI,Airlines,Online,Basic Plan,18.0,6.3,3,0,1,0
38285,EPX,Travel Agency,Online,Cancellation Plan,33.0,0.0,2,0,4,0
30527,EPX,Travel Agency,Online,2 way Comprehensive Plan,84.0,0.0,2,1,2,0
8698,EPX,Travel Agency,Online,Cancellation Plan,65.0,0.0,2,4,1,0
15144,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,1,1,0
17461,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,1,0
16412,SSI,Airlines,Online,Ticket Protector,2.44,0.68,2,4,1,0
21544,C2B,Airlines,Online,Bronze Plan,33.5,8.38,1,4,1,0
14454,EPX,Travel Agency,Online,1 way Comprehensive Plan,48.0,0.0,2,1,1,0
23999,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,5,1,0
37887,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,0,1,0
27035,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,0,1,0
17661,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2,4,1,0
13870,C2B,Airlines,Online,Silver Plan,18.5,4.63,2,0,1,0
9212,EPX,Travel Agency,Online,Cancellation Plan,22.0,0.0,2,3,1,0
30739,EPX,Travel Agency,Online,2 way Comprehensive Plan,29.0,0.0,2,6,1,0
27943,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79.2,47.52,1,6,2,0
2487,SSI,Airlines,Online,Ticket Protector,8.4,2.35,2,6,1,0
13414,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,2,1,1,0
17981,EPX,Travel Agency,Online,2 way Comprehensive Plan,31.0,0.0,2,1,1,0
17754,EPX,Travel Agency,Online,2 way Comprehensive Plan,47.0,0.0,2,3,1,0
22957,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,2,2,1,0
18332,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,4,4,0
14033,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,1,1,0
27597,EPX,Travel Agency,Online,Cancellation Plan,21.0,0.0,2,4,1,0
24373,EPX,Travel Agency,Online,2 way Comprehensive Plan,23.0,0.0,2,2,1,0
37625,EPX,Travel Agency,Online,Cancellation Plan,12.0,0.0,2,5,1,0
25811,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,3,3,1,0
1277,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,2,1,0
31567,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,2,0,1,0
10931,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,3,0,1,0
10663,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,0,1,0
32093,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,1,5,3,0
25103,JZI,Airlines,Online,Basic Plan,35.0,12.25,2,6,3,0
2016,C2B,Airlines,Online,Bronze Plan,16.0,4.0,1,0,1,1
27988,EPX,Travel Agency,Online,2 way Comprehensive Plan,21.0,0.0,2,5,1,0
22416,EPX,Travel Agency,Online,Cancellation Plan,16.0,0.0,2,0,1,0
30144,EPX,Travel Agency,Online,2 way Comprehensive Plan,105.0,0.0,2,6,1,0
2915,C2B,Airlines,Online,Silver Plan,47.5,11.88,1,6,1,0
15947,C2B,Airlines,Online,Annual Silver Plan,280.8,70.2,2,6,1,0
31548,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,3,1,1,0
34179,EPX,Travel Agency,Online,Cancellation Plan,26.0,0.0,2,4,1,0
16551,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,1,4,3,0
77,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,2,4,4,0
24925,EPX,Travel Agency,Online,2 way Comprehensive Plan,24.0,0.0,1,6,3,0
28818,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9.9,5.94,2,1,1,0
6580,JZI,Airlines,Online,Basic Plan,26.0,9.1,3,4,1,0
27108,JZI,Airlines,Online,Basic Plan,18.0,6.3,4,0,1,0
6439,EPX,Travel Agency,Online,Cancellation Plan,20.0,0.0,2,4,1,0
36609,JZI,Airlines,Online,Value Plan,96.0,33.6,1,2,3,0
18665,EPX,Travel Agency,Online,2 way Comprehensive Plan,23.0,0.0,2,4,1,0
19401,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,1,0
1652,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,2,1,0
17311,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,2,0,1,0
29808,C2B,Airlines,Online,Gold Plan,55.0,13.75,1,0,1,0
415,EPX,Travel Agency,Online,Cancellation Plan,42.0,0.0,2,1,1,0
26063,C2B,Airlines,Online,Bronze Plan,24.0,6.0,1,5,1,0
8175,EPX,Travel Agency,Online,2 way Comprehensive Plan,58.0,0.0,2,4,1,0
30323,EPX,Travel Agency,Online,1 way Comprehensive Plan,43.0,0.0,2,0,2,0
20360,KML,Travel Agency,Online,Value Plan,109.0,41.42,2,4,2,0
666,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,1,1,1,0
16694,EPX,Travel Agency,Online,2 way Comprehensive Plan,86.0,0.0,3,2,1,0
5019,EPX,Travel Agency,Online,1 way Comprehensive Plan,25.0,0.0,2,1,1,0
1692,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,0,1,0
7713,EPX,Travel Agency,Online,2 way Comprehensive Plan,68.0,0.0,2,3,4,0
16684,C2B,Airlines,Online,Bronze Plan,30.55,7.64,3,2,1,0
33223,C2B,Airlines,Online,Bronze Plan,34.5,8.63,1,6,1,1
3307,C2B,Airlines,Online,Bronze Plan,23.0,5.75,1,0,1,0
18503,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,4,1,0
16658,EPX,Travel Agency,Online,2 way Comprehensive Plan,94.0,0.0,3,6,3,0
15068,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,2,3,4,0
13984,JZI,Airlines,Online,Basic Plan,35.0,12.25,2,2,1,0
10063,C2B,Airlines,Online,Bronze Plan,13.5,3.38,2,1,1,0
5679,EPX,Travel Agency,Online,Cancellation Plan,22.0,0.0,2,0,1,0
8410,JZI,Airlines,Online,Basic Plan,18.0,6.3,2,4,1,0
6963,EPX,Travel Agency,Online,Cancellation Plan,29.0,0.0,2,6,1,0
5431,C2B,Airlines,Online,Bronze Plan,29.5,7.38,1,6,1,1
22545,ADM,Travel Agency,Online,Premier Plan,-86.0,32.68,1,3,2,0
11343,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,1,1,0
30097,EPX,Travel Agency,Online,Cancellation Plan,22.0,0.0,2,4,1,0
24797,C2B,Airlines,Online,Bronze Plan,27.0,6.75,1,1,1,0
27110,C2B,Airlines,Online,Bronze Plan,17.55,4.39,2,0,1,0
25302,EPX,Travel Agency,Online,Cancellation Plan,22.0,0.0,2,1,1,0
25651,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9.9,5.94,2,0,2,0
20896,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,118.8,71.28,2,3,2,0
28733,EPX,Travel Agency,Online,1 way Comprehensive Plan,21.0,0.0,2,1,1,0
25961,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,1,1,0
7179,EPX,Travel Agency,Online,Cancellation Plan,24.0,0.0,2,0,1,0
27107,EPX,Travel Agency,Online,2 way Comprehensive Plan,21.0,0.0,2,1,1,0
18078,C2B,Airlines,Online,Bronze Plan,53.0,13.25,2,4,1,0
19761,EPX,Travel Agency,Online,2 way Comprehensive Plan,32.0,0.0,2,3,1,0
24196,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,2,6,2,0
14042,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,0,1,0
20745,CBH,Travel Agency,Offline,Comprehensive Plan,29.0,9.57,1,4,1,0
5401,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,0,1,0
7269,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,11.88,2,0,1,0
6500,LWC,Travel Agency,Online,Annual Travel Protect Platinum,323.4,210.21,2,6,3,0
1525,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,5,1,0
4359,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,3,3,1,0
16765,JZI,Airlines,Online,Basic Plan,18.0,6.3,1,1,1,0
11148,JZI,Airlines,Online,Basic Plan,37.0,12.95,1,5,1,0
28666,C2B,Airlines,Online,Annual Silver Plan,389.0,97.25,2,6,1,1
14927,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,17.82,2,5,4,0
34274,SSI,Airlines,Online,Ticket Protector,7.97,2.23,2,5,1,0
980,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,53.46,2,4,2,0
36044,EPX,Travel Agency,Online,1 way Comprehensive Plan,112.0,0.0,1,1,3,0
20268,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,1,4,4,0
8058,EPX,Travel Agency,Online,Cancellation Plan,111.0,0.0,2,6,0,0
17123,C2B,Airlines,Online,Gold Plan,539.0,134.75,1,6,1,0
38045,EPX,Travel Agency,Online,Cancellation Plan,51.0,0.0,2,4,1,0
38769,EPX,Travel Agency,Online,Cancellation Plan,30.0,0.0,2,2,1,0
1899,EPX,Travel Agency,Online,Cancellation Plan,52.0,0.0,2,6,2,0
16346,EPX,Travel Agency,Online,Cancellation Plan,64.0,0.0,3,4,3,0
14178,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,0,1,0
1472,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,2,3,1,0
31295,JZI,Airlines,Online,Basic Plan,18.0,6.3,2,0,1,0
27980,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,2,4,4,0
22708,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,3,4,2,0
10691,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,1,1,0
1432,JZI,Airlines,Online,Basic Plan,35.0,12.25,2,1,1,0
28624,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79.2,47.52,3,5,4,0
31648,EPX,Travel Agency,Online,Cancellation Plan,60.0,0.0,2,6,2,0
7331,EPX,Travel Agency,Online,2 way Comprehensive Plan,54.0,0.0,2,5,1,0
22448,C2B,Airlines,Online,Bronze Plan,27.0,6.75,1,4,1,0
29793,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,1,1,0
5600,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,3,6,2,0
4487,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,2,4,1,0
25889,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2,5,1,0
22132,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,0,1,0
29769,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,0,1,0
30961,EPX,Travel Agency,Online,Cancellation Plan,37.0,0.0,2,3,1,0
27895,C2B,Airlines,Online,Bronze Plan,20.0,5.0,1,1,1,0
24598,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,1,4,3,0
1429,EPX,Travel Agency,Online,Cancellation Plan,28.0,0.0,2,1,3,0
35830,JZI,Airlines,Online,Basic Plan,22.0,7.7,3,0,1,0
26770,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,1,1,0
10261,C2B,Airlines,Online,Annual Silver Plan,252.85,63.21,2,6,1,0
23872,C2B,Airlines,Online,Bronze Plan,34.0,8.5,2,1,1,0
23350,C2B,Airlines,Online,Gold Plan,120.0,30.0,1,2,1,0
5551,JZI,Airlines,Online,Value Plan,58.0,20.3,2,3,1,0
16369,C2B,Airlines,Online,Bronze Plan,29.5,7.38,2,2,1,0
37921,TTW,Travel Agency,Offline,Spouse or Parents Comprehensive Plan,86.0,0.0,2,6,1,0
33639,RAB,Airlines,Online,Value Plan,31.0,12.4,4,5,1,0
27248,C2B,Airlines,Online,Bronze Plan,39.0,9.75,1,4,1,0
36282,C2B,Airlines,Online,Silver Plan,33.5,8.38,2,1,1,0
20276,ART,Airlines,Online,24 Protect,35.0,12.25,2,1,1,0
28807,KML,Travel Agency,Online,Value Plan,109.0,41.42,2,4,2,0
6616,KML,Travel Agency,Online,Premier Plan,29.0,11.02,2,0,1,0
1394,EPX,Travel Agency,Online,2 way Comprehensive Plan,42.0,0.0,2,0,1,0
27601,C2B,Airlines,Online,Bronze Plan,80.5,20.13,1,4,1,0
31259,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,89.1,53.46,2,6,1,0
10212,EPX,Travel Agency,Online,2 way Comprehensive Plan,29.0,0.0,2,1,1,1
39256,EPX,Travel Agency,Online,1 way Comprehensive Plan,62.0,0.0,2,0,1,0
30187,EPX,Travel Agency,Online,2 way Comprehensive Plan,29.0,0.0,2,2,1,0
33710,SSI,Airlines,Online,Ticket Protector,4.22,1.18,2,4,1,0
35843,EPX,Travel Agency,Online,2 way Comprehensive Plan,93.0,0.0,2,4,1,0
4423,JZI,Airlines,Online,Basic Plan,18.0,6.3,3,4,1,0
7208,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,2,6,1,0
38917,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,99.0,59.4,2,4,2,0
28160,EPX,Travel Agency,Online,Cancellation Plan,17.0,0.0,2,6,1,0
34138,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,2,6,1,1
8222,C2B,Airlines,Online,Annual Gold Plan,239.5,59.88,2,6,1,0
5334,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,3,1,1,0
4746,EPX,Travel Agency,Online,Cancellation Plan,16.0,0.0,2,5,1,0
10884,EPX,Travel Agency,Online,2 way Comprehensive Plan,32.0,0.0,3,4,3,0
19992,JZI,Airlines,Online,Basic Plan,35.0,12.25,2,2,1,0
29976,EPX,Travel Agency,Online,2 way Comprehensive Plan,26.0,0.0,2,4,1,0
7667,SSI,Airlines,Online,Ticket Protector,7.0,1.96,2,4,1,0
16881,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,4,1,0
20431,EPX,Travel Agency,Online,Cancellation Plan,30.0,0.0,3,1,1,0
35300,EPX,Travel Agency,Online,Cancellation Plan,45.0,0.0,2,4,4,0
8999,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,0,1,0
35427,CBH,Travel Agency,Offline,Comprehensive Plan,29.0,9.57,2,5,1,0
35966,C2B,Airlines,Online,Silver Plan,24.05,6.01,2,0,1,0
7724,C2B,Airlines,Online,Bronze Plan,33.5,8.38,1,5,1,1
3281,EPX,Travel Agency,Online,Cancellation Plan,45.0,0.0,2,1,1,0
23343,C2B,Airlines,Online,Bronze Plan,165.0,41.25,4,5,1,0
36513,SSI,Airlines,Online,Ticket Protector,5.75,1.61,2,6,1,0
17139,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,1,4,1,0
6369,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,89.1,53.46,2,4,4,0
28564,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,-29.7,17.82,3,4,1,0
10918,C2B,Airlines,Online,Annual Silver Plan,291.75,72.94,1,6,1,0
9121,EPX,Travel Agency,Online,Cancellation Plan,22.0,0.0,3,4,1,0
34560,JZI,Airlines,Online,Basic Plan,50.0,17.5,2,4,1,0
558,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,2,1,0
24755,JZI,Airlines,Online,Basic Plan,18.0,6.3,2,0,1,0
2019,JZI,Airlines,Online,Basic Plan,33.0,11.55,2,4,1,0
5375,EPX,Travel Agency,Online,2 way Comprehensive Plan,62.0,0.0,1,3,1,0
20754,ART,Airlines,Online,24 Protect,19.5,6.82,2,0,1,0
19560,SSI,Airlines,Online,Ticket Protector,1.35,0.38,2,0,1,0
23888,EPX,Travel Agency,Online,2 way Comprehensive Plan,45.0,0.0,2,0,1,0
16618,C2B,Airlines,Online,Bronze Plan,96.6,24.15,1,4,1,0
26357,KML,Travel Agency,Online,Value Plan,58.0,22.04,2,4,2,0
19206,EPX,Travel Agency,Online,Cancellation Plan,11.0,0.0,3,4,1,0
33750,EPX,Travel Agency,Online,Cancellation Plan,40.0,0.0,2,1,1,0
38330,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,1,1,0
12728,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,0,2,0
12253,EPX,Travel Agency,Online,2 way Comprehensive Plan,38.0,0.0,2,6,1,0
10883,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,3,1,0
14282,EPX,Travel Agency,Online,Cancellation Plan,20.0,0.0,2,0,1,0
36714,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,2,6,1,0
12504,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,1,2,1,0
32659,EPX,Travel Agency,Online,Cancellation Plan,11.0,0.0,2,4,1,0
15428,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,0,1,0
19782,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,4,3,0
6349,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,2,1,1,0
3599,ART,Airlines,Online,24 Protect,2.72,0.95,2,4,1,0
417,EPX,Travel Agency,Online,2 way Comprehensive Plan,45.0,0.0,2,1,1,0
6980,C2B,Airlines,Online,Bronze Plan,23.5,5.88,2,4,1,0
22109,SSI,Airlines,Online,Ticket Protector,4.63,1.3,2,2,1,0
22465,C2B,Airlines,Online,Bronze Plan,27.0,6.75,1,0,1,0
38704,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,1,0,0
37565,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,2,4,1,0
27076,EPX,Travel Agency,Online,2 way Comprehensive Plan,58.0,0.0,2,6,4,0
4129,C2B,Airlines,Online,Bronze Plan,13.5,3.38,3,0,1,0
25545,EPX,Travel Agency,Online,2 way Comprehensive Plan,57.0,0.0,2,4,1,0
22624,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,1,4,4,0
11230,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,3,4,1,0
19458,EPX,Travel Agency,Online,Cancellation Plan,27.0,0.0,2,1,1,0
23411,EPX,Travel Agency,Online,Cancellation Plan,16.0,0.0,2,6,1,0
530,EPX,Travel Agency,Online,Cancellation Plan,11.0,0.0,2,4,1,0
17824,EPX,Travel Agency,Online,2 way Comprehensive Plan,41.0,0.0,2,5,1,0
27320,EPX,Travel Agency,Online,2 way Comprehensive Plan,52.0,0.0,2,1,1,0
1993,JZI,Airlines,Online,Basic Plan,18.0,6.3,4,1,1,0
8353,EPX,Travel Agency,Online,2 way Comprehensive Plan,22.0,0.0,2,2,1,0
32044,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,3,1,0
19911,C2B,Airlines,Online,Silver Plan,29.5,7.38,2,1,1,0
38426,EPX,Travel Agency,Online,2 way Comprehensive Plan,57.0,0.0,2,3,1,0
8312,C2B,Airlines,Online,Bronze Plan,47.0,11.75,2,1,1,1
6229,EPX,Travel Agency,Online,Cancellation Plan,12.0,0.0,2,1,1,0
6493,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,0,1,0
18291,C2B,Airlines,Online,Bronze Plan,17.0,4.25,1,1,1,1
11611,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,5,1,0
38242,EPX,Travel Agency,Online,Cancellation Plan,23.0,0.0,2,1,1,0
7251,C2B,Airlines,Online,Bronze Plan,13.5,3.38,1,5,1,0
5359,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,47.52,2,5,4,0
32077,JZI,Airlines,Online,Basic Plan,18.0,6.3,2,1,1,0
37079,C2B,Airlines,Online,Bronze Plan,125.5,31.38,3,4,1,0
22723,C2B,Airlines,Online,Bronze Plan,33.5,8.38,2,1,1,0
1059,EPX,Travel Agency,Online,Cancellation Plan,11.0,0.0,2,6,1,0
3563,EPX,Travel Agency,Online,Cancellation Plan,69.0,0.0,2,4,1,0
23010,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,3,2,1,0
20117,EPX,Travel Agency,Online,Cancellation Plan,11.0,0.0,2,0,2,1
29578,JZI,Airlines,Online,Basic Plan,18.0,6.3,3,0,1,0
22454,C2B,Airlines,Online,Bronze Plan,27.0,6.75,1,3,1,0
30811,JZI,Airlines,Online,Basic Plan,37.0,12.95,4,3,1,0
16884,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,1,2,2,0
19270,JZI,Airlines,Online,Basic Plan,22.0,7.7,1,1,1,0
35690,JZI,Airlines,Online,Basic Plan,22.0,7.7,3,4,1,0
4305,JZI,Airlines,Online,Basic Plan,18.0,6.3,3,1,1,0
19622,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,138.6,83.16,3,6,2,0
34961,C2B,Airlines,Online,Bronze Plan,46.15,11.54,1,4,1,0
13940,EPX,Travel Agency,Online,1 way Comprehensive Plan,77.0,0.0,2,6,1,0
