,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
18252,JZI,Airlines,Online,Basic Plan,56,PHILIPPINES,37.0,12.95,27,No
18253,SSI,Airlines,Online,Ticket Protector,18,SINGAPORE,1.93,0.54,48,No
18255,EPX,Travel Agency,Online,2 way Comprehensive Plan,53,CAMBODIA,37.0,0.0,36,No
18256,JZI,Airlines,Online,Basic Plan,35,CHINA,26.0,9.1,31,No
18257,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,SINGAPORE,28.0,0.0,36,No
18258,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,CHINA,32.0,0.0,36,No
18259,ART,Airlines,Online,24 Protect,43,PHILIPPINES,6.09,2.13,48,No
18260,EPX,Travel Agency,Online,Cancellation Plan,1,BANGLADESH,14.0,0.0,36,No
18261,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,THAILAND,29.7,17.82,33,No
18262,JZI,Airlines,Online,Basic Plan,22,CHINA,44.0,15.4,31,No
18263,JZI,Airlines,Online,Value Plan,191,AUSTRALIA,58.0,20.3,68,No
18264,CBH,Travel Agency,Offline,Comprehensive Plan,25,THAILAND,29.0,9.57,20,No
18265,JZI,Airlines,Online,Basic Plan,108,PHILIPPINES,22.0,7.7,33,No
18266,EPX,Travel Agency,Online,2 way Comprehensive Plan,129,SINGAPORE,112.0,0.0,36,No
18267,EPX,Travel Agency,Online,2 way Comprehensive Plan,50,JAPAN,24.0,0.0,36,No
18268,EPX,Travel Agency,Online,1 way Comprehensive Plan,12,CHINA,32.0,0.0,36,No
18269,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,AUSTRALIA,39.6,23.76,49,No
18270,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,AUSTRALIA,39.6,23.76,49,No
18272,EPX,Travel Agency,Online,2 way Comprehensive Plan,98,INDIA,47.0,0.0,36,No
18273,EPX,Travel Agency,Online,2 way Comprehensive Plan,38,"KOREA, REPUBLIC OF",31.0,0.0,27,No
18274,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,AUSTRALIA,59.4,35.64,31,No
18275,C2B,Airlines,Online,Silver Plan,62,SINGAPORE,72.0,18.0,36,No
18276,EPX,Travel Agency,Online,Cancellation Plan,15,UGANDA,25.0,0.0,36,No
18277,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,CHINA,0.0,0.0,36,No
18278,EPX,Travel Agency,Online,2 way Comprehensive Plan,109,FRANCE,78.0,0.0,36,No
18279,EPX,Travel Agency,Online,Cancellation Plan,11,"TAIWAN, PROVINCE OF CHINA",36.0,0.0,36,No
18280,EPX,Travel Agency,Online,Cancellation Plan,14,UNITED STATES,69.0,0.0,32,No
18281,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,74,AUSTRALIA,-49.5,29.7,31,No
18282,JZI,Airlines,Online,Basic Plan,5,MALAYSIA,22.0,7.7,60,No
18283,SSI,Airlines,Online,Ticket Protector,19,SINGAPORE,0.78,0.22,48,No
18284,EPX,Travel Agency,Online,Cancellation Plan,6,ARGENTINA,75.0,0.0,36,No
18285,RAB,Airlines,Online,Value Plan,36,BRUNEI DARUSSALAM,23.0,9.2,64,No
18287,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,HONG KONG,30.0,0.0,36,No
18288,RAB,Airlines,Online,Value Plan,44,BRUNEI DARUSSALAM,15.0,6.0,31,No
18289,C2B,Airlines,Online,Gold Plan,9,SINGAPORE,73.5,18.38,49,No
18290,C2B,Airlines,Online,Annual Silver Plan,370,SINGAPORE,0.0,54.0,22,No
18291,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,17.0,4.25,29,Yes
18292,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,74,CHINA,54.75,35.59,35,No
18293,EPX,Travel Agency,Online,Cancellation Plan,55,UNITED STATES,79.0,0.0,27,No
18294,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,13.5,3.38,39,No
18295,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,AUSTRALIA,19.8,11.88,31,No
18296,ART,Airlines,Online,24 Protect,254,UNITED ARAB EMIRATES,30.53,10.69,48,No
18297,EPX,Travel Agency,Online,2 way Comprehensive Plan,74,PHILIPPINES,20.0,0.0,38,No
18298,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,THAILAND,30.0,0.0,36,No
18299,EPX,Travel Agency,Online,Cancellation Plan,17,CHINA,42.0,0.0,36,No
18300,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,MALAYSIA,20.0,0.0,30,No
18301,C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,39.0,9.75,28,No
18302,EPX,Travel Agency,Online,Cancellation Plan,29,SINGAPORE,61.0,0.0,36,No
18303,EPX,Travel Agency,Online,1 way Comprehensive Plan,9,UNITED ARAB EMIRATES,27.0,0.0,36,No
18304,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,45,AUSTRALIA,89.1,53.46,30,No
18305,EPX,Travel Agency,Online,2 way Comprehensive Plan,34,INDIA,52.0,0.0,36,No
18306,JZI,Airlines,Online,Basic Plan,9,HONG KONG,26.0,9.1,45,No
18307,EPX,Travel Agency,Online,Cancellation Plan,28,FINLAND,45.0,0.0,36,No
18308,EPX,Travel Agency,Online,1 way Comprehensive Plan,12,INDONESIA,26.0,0.0,36,No
18309,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,17.0,4.25,65,No
18310,EPX,Travel Agency,Online,2 way Comprehensive Plan,51,MYANMAR,25.0,0.0,36,No
18311,EPX,Travel Agency,Online,Cancellation Plan,20,UNITED STATES,80.0,0.0,34,No
18312,EPX,Travel Agency,Online,2 way Comprehensive Plan,36,SWITZERLAND,112.0,0.0,36,Yes
18313,EPX,Travel Agency,Online,Cancellation Plan,67,SINGAPORE,40.0,0.0,29,No
18314,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,MALAYSIA,29.7,17.82,48,No
18315,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,58,DENMARK,148.5,89.1,37,No
18316,SSI,Airlines,Online,Ticket Protector,132,SINGAPORE,12.58,3.53,48,No
18317,EPX,Travel Agency,Online,1 way Comprehensive Plan,14,THAILAND,27.0,0.0,36,No
18318,EPX,Travel Agency,Online,Cancellation Plan,20,"TAIWAN, PROVINCE OF CHINA",25.0,0.0,54,No
18319,JZI,Airlines,Online,Basic Plan,26,THAILAND,22.0,7.7,32,No
18320,EPX,Travel Agency,Online,Cancellation Plan,6,MYANMAR,14.0,0.0,36,No
18321,C2B,Airlines,Online,Gold Plan,41,SINGAPORE,163.8,40.95,40,No
18322,EPX,Travel Agency,Online,2 way Comprehensive Plan,286,JAPAN,42.0,0.0,36,No
18323,EPX,Travel Agency,Online,Cancellation Plan,16,THAILAND,13.0,0.0,29,No
18324,EPX,Travel Agency,Online,Cancellation Plan,97,PERU,23.0,0.0,32,No
18325,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,HONG KONG,20.0,0.0,36,No
18326,EPX,Travel Agency,Online,Cancellation Plan,3,UNITED STATES,15.0,0.0,47,No
18327,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,139,UNITED KINGDOM,89.1,53.46,31,No
18328,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,HONG KONG,21.0,0.0,36,No
18329,C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,20.0,5.0,32,No
18330,EPX,Travel Agency,Online,2 way Comprehensive Plan,47,UNITED KINGDOM,88.0,0.0,36,No
18331,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,BANGLADESH,55.0,0.0,53,No
18332,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,37,AUSTRALIA,39.6,23.76,47,No
18333,C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,47.0,11.75,47,No
18334,C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,187.85,46.96,76,No
18335,EPX,Travel Agency,Online,Cancellation Plan,16,CROATIA,64.0,0.0,36,No
18336,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,11,JAPAN,36.5,23.73,50,No
18337,C2B,Airlines,Online,Silver Plan,110,SINGAPORE,271.0,67.75,35,Yes
18338,C2B,Airlines,Online,Bronze Plan,74,SINGAPORE,13.5,3.38,26,No
18339,C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,216.0,54.0,31,No
18340,EPX,Travel Agency,Online,Cancellation Plan,21,INDONESIA,24.0,0.0,36,No
18341,EPX,Travel Agency,Online,Cancellation Plan,23,JAPAN,64.0,0.0,26,No
18342,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,"TAIWAN, PROVINCE OF CHINA",55.0,0.0,52,No
18343,EPX,Travel Agency,Online,Cancellation Plan,14,AUSTRALIA,25.0,0.0,36,No
18344,EPX,Travel Agency,Online,2 way Comprehensive Plan,94,HONG KONG,20.0,0.0,36,No
18346,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,NEW ZEALAND,0.0,47.52,31,No
18347,EPX,Travel Agency,Online,Cancellation Plan,15,HONG KONG,80.0,0.0,36,No
18348,EPX,Travel Agency,Online,Cancellation Plan,40,PHILIPPINES,25.0,0.0,36,No
18349,C2B,Airlines,Online,Annual Silver Plan,374,SINGAPORE,216.0,54.0,30,No
18350,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,22,AUSTRALIA,59.4,35.64,42,No
18351,EPX,Travel Agency,Online,Cancellation Plan,42,CHINA,24.0,0.0,24,No
18352,EPX,Travel Agency,Online,2 way Comprehensive Plan,3,SINGAPORE,33.0,0.0,36,No
18353,EPX,Travel Agency,Online,Cancellation Plan,18,VIET NAM,13.0,0.0,36,No
18354,EPX,Travel Agency,Online,Cancellation Plan,16,"KOREA, REPUBLIC OF",26.0,0.0,36,No
18355,EPX,Travel Agency,Online,2 way Comprehensive Plan,63,PHILIPPINES,33.0,0.0,36,No
18356,EPX,Travel Agency,Online,Cancellation Plan,42,AUSTRALIA,39.0,0.0,36,No
18357,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,CHINA,22.0,0.0,36,No
18358,EPX,Travel Agency,Online,1 way Comprehensive Plan,9,SINGAPORE,62.0,0.0,36,No
18359,EPX,Travel Agency,Online,2 way Comprehensive Plan,86,CANADA,112.0,0.0,28,No
18360,LWC,Travel Agency,Online,Annual Travel Protect Silver,466,INDONESIA,138.6,90.09,64,No
18361,C2B,Airlines,Online,Silver Plan,2,SINGAPORE,19.5,4.88,53,No
18362,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,34,JAPAN,138.6,83.16,51,Yes
18363,EPX,Travel Agency,Online,Cancellation Plan,160,CANADA,80.0,0.0,26,No
18364,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,JAPAN,57.0,0.0,36,No
18365,EPX,Travel Agency,Online,Cancellation Plan,87,PHILIPPINES,10.0,0.0,36,No
18366,EPX,Travel Agency,Online,Cancellation Plan,191,PERU,-22.0,0.0,46,No
18367,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216.0,54.0,49,No
18368,EPX,Travel Agency,Online,2 way Comprehensive Plan,116,THAILAND,48.0,0.0,44,No
18369,JZI,Airlines,Online,Basic Plan,54,JAPAN,40.0,14.0,22,No
18370,JZI,Airlines,Online,Basic Plan,65,THAILAND,22.0,7.7,34,No
18371,EPX,Travel Agency,Online,1 way Comprehensive Plan,6,HONG KONG,41.0,0.0,36,No
18372,C2B,Airlines,Online,Silver Plan,6,SINGAPORE,33.5,8.38,35,No
18373,RAB,Airlines,Online,Value Plan,25,BRUNEI DARUSSALAM,31.0,12.4,26,No
18374,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,33,SPAIN,108.9,65.34,56,No
18375,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,VIET NAM,51.0,0.0,32,No
18376,JZI,Airlines,Online,Basic Plan,61,INDONESIA,37.0,12.95,29,No
18377,EPX,Travel Agency,Online,1 way Comprehensive Plan,75,ITALY,20.0,0.0,36,No
18378,EPX,Travel Agency,Online,Cancellation Plan,109,NORWAY,18.0,0.0,36,No
18379,EPX,Travel Agency,Online,Cancellation Plan,30,SRI LANKA,12.0,0.0,36,No
18380,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,THAILAND,41.0,0.0,66,No
18381,C2B,Airlines,Online,Annual Silver Plan,388,SINGAPORE,252.85,63.21,28,No
18382,EPX,Travel Agency,Online,Cancellation Plan,23,THAILAND,10.0,0.0,37,No
18383,JZI,Airlines,Online,Basic Plan,13,VIET NAM,22.0,7.7,30,No
18384,C2B,Airlines,Online,Silver Plan,9,SINGAPORE,18.5,4.63,56,No
18385,EPX,Travel Agency,Online,2 way Comprehensive Plan,150,"KOREA, REPUBLIC OF",112.0,0.0,28,No
18386,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,THAILAND,20.0,0.0,40,No
18387,JZI,Airlines,Online,Basic Plan,63,VIET NAM,30.0,10.5,30,No
18388,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,35,UNITED KINGDOM,59.4,35.64,45,No
18389,EPX,Travel Agency,Online,2 way Comprehensive Plan,38,UNITED STATES,95.0,0.0,45,No
18390,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,AUSTRALIA,32.0,0.0,36,No
18391,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,HONG KONG,30.0,0.0,36,No
18392,EPX,Travel Agency,Online,Cancellation Plan,42,PHILIPPINES,10.0,0.0,30,No
18393,C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,21.0,5.25,64,No
18394,EPX,Travel Agency,Online,Cancellation Plan,36,MALAYSIA,10.0,0.0,46,No
18395,JZI,Airlines,Online,Basic Plan,5,INDONESIA,22.0,7.7,54,No
18396,EPX,Travel Agency,Online,Cancellation Plan,26,UNITED KINGDOM,62.0,0.0,36,No
18397,EPX,Travel Agency,Online,Cancellation Plan,12,CAMBODIA,17.0,0.0,36,No
18398,EPX,Travel Agency,Online,Cancellation Plan,35,INDIA,15.0,0.0,36,No
18399,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,42,NEW ZEALAND,59.4,35.64,31,No
18400,EPX,Travel Agency,Online,2 way Comprehensive Plan,77,INDIA,29.0,0.0,36,No
18401,JZI,Airlines,Online,Basic Plan,22,THAILAND,22.0,7.7,46,No
18402,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,AUSTRALIA,39.6,23.76,31,No
18403,EPX,Travel Agency,Online,Cancellation Plan,60,UNITED STATES,69.0,0.0,26,No
18404,EPX,Travel Agency,Online,Cancellation Plan,49,SINGAPORE,73.0,0.0,71,No
18405,EPX,Travel Agency,Online,Cancellation Plan,47,INDONESIA,10.0,0.0,30,No
18406,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,AUSTRALIA,79.2,47.52,57,No
18407,EPX,Travel Agency,Online,Cancellation Plan,294,CANADA,128.0,0.0,54,No
18408,EPX,Travel Agency,Online,Cancellation Plan,57,JAPAN,37.0,0.0,36,No
18409,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,37,UNITED STATES,69.3,41.58,61,No
18411,EPX,Travel Agency,Online,Cancellation Plan,9,UNITED STATES,53.0,0.0,51,No
18412,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,119,AUSTRALIA,49.5,29.7,57,No
18413,EPX,Travel Agency,Online,1 way Comprehensive Plan,7,HONG KONG,20.0,0.0,36,No
18414,EPX,Travel Agency,Online,Cancellation Plan,73,MALAYSIA,10.0,0.0,23,No
18415,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,32.0,8.0,23,No
18416,C2B,Airlines,Online,Annual Silver Plan,431,SINGAPORE,252.85,63.21,30,No
18417,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,PHILIPPINES,29.7,17.82,57,No
18418,EPX,Travel Agency,Online,Cancellation Plan,9,THAILAND,12.0,0.0,36,No
18419,SSI,Airlines,Online,Ticket Protector,2,SINGAPORE,5.92,1.66,48,No
18420,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,27.0,6.75,28,No
18421,EPX,Travel Agency,Online,Cancellation Plan,20,OMAN,80.0,0.0,36,No
18422,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49,MALAYSIA,39.6,23.76,31,No
18423,EPX,Travel Agency,Online,Cancellation Plan,19,MALAYSIA,11.0,0.0,36,No
18424,JZI,Airlines,Online,Basic Plan,12,INDONESIA,18.0,6.3,34,No
18425,C2B,Airlines,Online,Silver Plan,6,SINGAPORE,29.5,7.38,23,No
18426,JZI,Airlines,Online,Basic Plan,25,CHINA,44.0,15.4,44,No
18427,JZI,Airlines,Online,Value Plan,29,JAPAN,69.0,24.15,53,No
18428,C2B,Airlines,Online,Silver Plan,35,SINGAPORE,63.5,15.88,51,No
18429,EPX,Travel Agency,Online,2 way Comprehensive Plan,28,"KOREA, REPUBLIC OF",0.0,0.0,36,No
18430,EPX,Travel Agency,Online,Cancellation Plan,88,INDONESIA,14.0,0.0,46,No
18431,ART,Airlines,Online,24 Protect,9,CAMBODIA,3.59,1.26,48,No
18432,EPX,Travel Agency,Online,2 way Comprehensive Plan,22,THAILAND,20.0,0.0,61,No
18433,C2B,Airlines,Online,Bronze Plan,47,SINGAPORE,113.0,28.25,53,No
18434,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,158,SPAIN,59.4,35.64,64,No
18435,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,THAILAND,29.7,17.82,54,No
18436,EPX,Travel Agency,Online,1 way Comprehensive Plan,108,"TAIWAN, PROVINCE OF CHINA",27.0,0.0,36,No
18437,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,3,MALAYSIA,27.0,17.55,22,No
18438,EPX,Travel Agency,Online,2 way Comprehensive Plan,49,INDIA,-27.0,0.0,36,No
18439,EPX,Travel Agency,Online,Cancellation Plan,135,UNITED STATES,10.0,0.0,21,No
18440,EPX,Travel Agency,Online,Cancellation Plan,57,JAPAN,57.0,0.0,35,No
18441,EPX,Travel Agency,Online,Cancellation Plan,17,INDIA,26.0,0.0,36,No
18442,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,CHINA,35.0,0.0,36,No
18443,RAB,Airlines,Online,Value Plan,4,BRUNEI DARUSSALAM,15.0,6.0,30,No
18444,EPX,Travel Agency,Online,2 way Comprehensive Plan,87,CHINA,34.0,0.0,36,No
18445,JZI,Airlines,Online,Basic Plan,48,INDONESIA,42.0,14.7,41,No
18446,EPX,Travel Agency,Online,1 way Comprehensive Plan,11,HONG KONG,55.0,0.0,36,No
18447,EPX,Travel Agency,Online,Cancellation Plan,2,CHINA,35.0,0.0,36,No
18448,C2B,Airlines,Online,Bronze Plan,78,SINGAPORE,45.5,11.38,30,No
18449,EPX,Travel Agency,Online,Cancellation Plan,87,UNITED STATES,80.0,0.0,34,No
18450,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,50,AUSTRALIA,39.6,23.76,31,No
18451,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,10,INDONESIA,25.0,16.25,44,No
18452,EPX,Travel Agency,Online,Cancellation Plan,4,VIET NAM,10.0,0.0,25,No
18453,EPX,Travel Agency,Online,Cancellation Plan,5,AUSTRALIA,16.0,0.0,36,No
18454,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,CHINA,46.0,0.0,36,No
18456,ART,Airlines,Online,Value Plan,23,CHINA,40.0,14.0,47,No
18457,EPX,Travel Agency,Online,Cancellation Plan,94,MALAYSIA,10.0,0.0,59,No
18458,EPX,Travel Agency,Online,Cancellation Plan,29,INDIA,13.0,0.0,36,No
18459,EPX,Travel Agency,Online,Cancellation Plan,60,INDIA,10.0,0.0,36,No
18460,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,MALAYSIA,39.6,23.76,55,No
18461,JZI,Airlines,Online,Basic Plan,95,"TAIWAN, PROVINCE OF CHINA",44.0,15.4,68,No
18462,EPX,Travel Agency,Online,Cancellation Plan,32,JAPAN,22.0,0.0,36,No
18463,JZI,Airlines,Online,Basic Plan,18,CHINA,26.0,9.1,55,No
18464,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,JAPAN,69.3,41.58,31,No
18465,EPX,Travel Agency,Online,Cancellation Plan,22,AUSTRALIA,80.0,0.0,36,No
18466,EPX,Travel Agency,Online,Cancellation Plan,36,JAPAN,65.0,0.0,59,No
18467,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,16,ITALY,67.0,43.55,34,No
18468,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,22,PHILIPPINES,29.7,17.82,45,No
18469,EPX,Travel Agency,Online,Cancellation Plan,76,MALAYSIA,10.0,0.0,36,No
18470,JZI,Airlines,Online,Basic Plan,20,INDONESIA,18.0,6.3,50,No
18471,C2B,Airlines,Online,Bronze Plan,26,SINGAPORE,16.0,4.0,32,No
18472,JZI,Airlines,Online,Basic Plan,59,CHINA,35.0,12.25,38,No
18473,JZI,Airlines,Online,Basic Plan,23,THAILAND,30.0,10.5,65,No
18474,EPX,Travel Agency,Online,Cancellation Plan,8,INDONESIA,36.0,0.0,36,No
18475,EPX,Travel Agency,Online,2 way Comprehensive Plan,112,MALAYSIA,-20.0,0.0,36,No
18476,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,140,NEW ZEALAND,99.0,59.4,53,No
18477,EPX,Travel Agency,Online,Cancellation Plan,14,VIET NAM,33.0,0.0,36,No
18478,JZI,Airlines,Online,Basic Plan,50,HONG KONG,22.0,7.7,31,No
18479,EPX,Travel Agency,Online,1 way Comprehensive Plan,24,SINGAPORE,20.0,0.0,36,No
18480,EPX,Travel Agency,Online,2 way Comprehensive Plan,53,CHINA,33.0,0.0,36,No
18481,JZI,Airlines,Online,Basic Plan,15,HONG KONG,26.0,9.1,31,No
18482,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,AUSTRALIA,19.8,11.88,31,No
18483,C2B,Airlines,Online,Silver Plan,23,SINGAPORE,29.5,7.38,21,No
18484,EPX,Travel Agency,Online,Cancellation Plan,4,SINGAPORE,17.0,0.0,46,No
18485,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,MALAYSIA,19.8,11.88,54,No
18486,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,161.0,40.25,37,No
18487,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,THAILAND,46.0,0.0,36,No
18489,EPX,Travel Agency,Online,1 way Comprehensive Plan,15,THAILAND,20.0,0.0,27,No
18490,EPX,Travel Agency,Online,2 way Comprehensive Plan,41,HONG KONG,0.0,0.0,36,No
18491,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,13.5,3.38,27,No
18492,EPX,Travel Agency,Online,Cancellation Plan,25,MALAYSIA,20.0,0.0,36,No
18493,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,112,SPAIN,69.3,41.58,31,No
18494,EPX,Travel Agency,Online,2 way Comprehensive Plan,99,CROATIA,112.0,0.0,36,No
18495,JZI,Airlines,Online,Basic Plan,40,MALAYSIA,22.0,7.7,35,No
18496,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,194,GERMANY,99.0,59.4,42,No
18497,EPX,Travel Agency,Online,Cancellation Plan,48,PHILIPPINES,20.0,0.0,36,No
18498,ART,Airlines,Online,Value Plan,3,"KOREA, REPUBLIC OF",32.0,11.2,55,No
18499,TST,Travel Agency,Offline,Travel Cruise Protect,14,THAILAND,30.0,10.5,57,No
18500,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,INDONESIA,30.0,0.0,36,No
18501,C2B,Airlines,Online,Silver Plan,12,SINGAPORE,39.0,9.75,23,No
18502,TST,Travel Agency,Offline,Travel Cruise Protect,10,THAILAND,30.0,10.5,52,No
18503,JZI,Airlines,Online,Basic Plan,47,HONG KONG,22.0,7.7,48,No
18504,EPX,Travel Agency,Online,Cancellation Plan,20,UNITED KINGDOM,80.0,0.0,37,No
18505,EPX,Travel Agency,Online,Cancellation Plan,52,PHILIPPINES,13.0,0.0,36,No
18506,JZI,Airlines,Online,Value Plan,102,NEW ZEALAND,92.0,32.2,53,No
18507,EPX,Travel Agency,Online,2 way Comprehensive Plan,22,CHINA,27.0,0.0,36,No
18508,EPX,Travel Agency,Online,Cancellation Plan,61,"TAIWAN, PROVINCE OF CHINA",66.0,0.0,36,No
18509,TST,Travel Agency,Offline,Travel Cruise Protect,72,THAILAND,30.0,10.5,63,No
18510,EPX,Travel Agency,Online,Cancellation Plan,13,SINGAPORE,35.0,0.0,36,No
18511,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,VIET NAM,43.0,0.0,36,No
18512,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29,THAILAND,69.3,41.58,34,No
18513,SSI,Airlines,Online,Ticket Protector,113,SINGAPORE,5.08,1.43,48,No
18514,C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,161.0,40.25,44,No
18515,EPX,Travel Agency,Online,2 way Comprehensive Plan,32,JAPAN,40.0,0.0,36,No
18516,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,"KOREA, REPUBLIC OF",46.0,0.0,36,No
18517,C2B,Airlines,Online,Silver Plan,39,SINGAPORE,18.5,4.63,21,No
18518,EPX,Travel Agency,Online,Cancellation Plan,22,MYANMAR,16.0,0.0,36,No
18519,C2B,Airlines,Online,Gold Plan,153,SINGAPORE,176.25,44.06,21,No
18520,SSI,Airlines,Online,Ticket Protector,3,SINGAPORE,2.76,0.77,48,No
18521,EPX,Travel Agency,Online,Cancellation Plan,33,LAO PEOPLE'S DEMOCRATIC REPUBLIC,10.0,0.0,36,No
18522,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,CHINA,43.0,0.0,35,No
18523,EPX,Travel Agency,Online,Cancellation Plan,152,FINLAND,10.0,0.0,35,No
18524,SSI,Airlines,Online,Ticket Protector,6,SINGAPORE,4.44,1.25,48,No
18525,JZI,Airlines,Online,Basic Plan,21,CHINA,35.0,12.25,68,No
18526,JZI,Airlines,Online,Basic Plan,24,CHINA,26.0,9.1,29,No
18527,EPX,Travel Agency,Online,2 way Comprehensive Plan,61,INDONESIA,25.0,0.0,36,No
18528,EPX,Travel Agency,Online,Cancellation Plan,28,SWITZERLAND,14.0,0.0,36,No
18529,C2B,Airlines,Online,Silver Plan,75,SINGAPORE,62.0,15.5,23,No
18530,C2B,Airlines,Online,Silver Plan,37,SINGAPORE,29.5,7.38,52,No
18531,EPX,Travel Agency,Online,Cancellation Plan,11,"KOREA, REPUBLIC OF",33.0,0.0,36,No
18532,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,NORWAY,49.5,29.7,38,No
18533,EPX,Travel Agency,Online,Cancellation Plan,187,SAUDI ARABIA,0.0,0.0,36,No
18534,EPX,Travel Agency,Online,Cancellation Plan,14,CHINA,18.0,0.0,35,No
18535,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,CHINA,33.0,0.0,35,No
18536,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,AUSTRALIA,0.0,17.82,60,No
18537,C2B,Airlines,Online,Bronze Plan,34,SINGAPORE,50.0,12.5,28,No
18538,EPX,Travel Agency,Online,2 way Comprehensive Plan,34,VIET NAM,25.0,0.0,36,No
18539,EPX,Travel Agency,Online,2 way Comprehensive Plan,22,CHINA,26.0,0.0,36,No
18540,EPX,Travel Agency,Online,2 way Comprehensive Plan,122,THAILAND,20.0,0.0,40,No
18541,EPX,Travel Agency,Online,Cancellation Plan,15,"KOREA, REPUBLIC OF",43.0,0.0,36,No
18542,JZI,Airlines,Online,Basic Plan,24,MALAYSIA,18.0,6.3,54,No
