,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
5643,C2B,Airlines,Online,Bronze Plan,34,SINGAPORE,60.0,15.0,24,No
14187,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,MALAYSIA,0.0,29.7,39,No
25224,EPX,Travel Agency,Online,Cancellation Plan,8,INDIA,25.0,0.0,36,No
39097,JZI,Airlines,Online,Basic Plan,39,MYANMAR,30.0,10.5,70,No
34616,EPX,Travel Agency,Online,1 way Comprehensive Plan,101,INDIA,37.0,0.0,36,No
8876,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,SINGAPORE,32.0,0.0,35,No
11358,EPX,Travel Agency,Online,Cancellation Plan,43,CHINA,19.0,0.0,36,No
35889,JZI,Airlines,Online,Basic Plan,68,JAPAN,26.0,9.1,58,No
5078,EPX,Travel Agency,Online,Cancellation Plan,5,CHINA,28.0,0.0,36,No
33421,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,CHINA,60.0,0.0,35,No
38539,JZI,Airlines,Online,Basic Plan,21,SOUTH KOREA,0.0,12.25,35,No
34514,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,48,AUSTRALIA,59.4,35.64,35,No
10290,EPX,Travel Agency,Online,Cancellation Plan,15,UNITED ARAB EMIRATES,59.0,0.0,36,No
34357,JZI,Airlines,Online,Basic Plan,5,THAILAND,22.0,7.7,45,No
24416,C2B,Airlines,Online,Bronze Plan,26,SINGAPORE,80.5,20.13,25,No
3967,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,AUSTRALIA,99.0,59.4,62,No
1229,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,HONG KONG,23.0,0.0,34,No
24968,EPX,Travel Agency,Online,1 way Comprehensive Plan,31,UNITED KINGDOM,59.0,0.0,36,No
31759,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,28,SOUTH KOREA,39.6,23.76,31,No
30432,C2B,Airlines,Online,Bronze Plan,145,SINGAPORE,39.0,9.75,26,No
26243,JZI,Airlines,Online,Basic Plan,2,CHINA,22.0,7.7,69,No
25180,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,TAIWAN,28.0,0.0,36,No
33654,EPX,Travel Agency,Online,Cancellation Plan,5,HONG KONG,33.0,0.0,29,No
18386,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,THAILAND,20.0,0.0,40,No
17030,EPX,Travel Agency,Online,Cancellation Plan,18,SINGAPORE,31.0,0.0,27,No
21795,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,CHINA,72.0,0.0,36,No
34634,EPX,Travel Agency,Online,2 way Comprehensive Plan,39,AUSTRALIA,69.0,0.0,30,No
2617,EPX,Travel Agency,Online,Cancellation Plan,44,VIETNAM,10.0,0.0,36,No
4373,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,THAILAND,20.0,0.0,35,No
18368,EPX,Travel Agency,Online,2 way Comprehensive Plan,116,THAILAND,48.0,0.0,44,No
2421,EPX,Travel Agency,Online,Cancellation Plan,8,SINGAPORE,10.0,0.0,28,No
13653,EPX,Travel Agency,Online,2 way Comprehensive Plan,160,NEW ZEALAND,77.0,0.0,36,No
14476,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,TAIWAN,90.0,0.0,26,No
15041,EPX,Travel Agency,Online,Cancellation Plan,42,SINGAPORE,10.0,0.0,34,No
29542,EPX,Travel Agency,Online,2 way Comprehensive Plan,57,MYANMAR,21.0,0.0,36,No
3243,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,UNITED KINGDOM,99.0,59.4,31,No
2238,JZI,Airlines,Online,Basic Plan,3,THAILAND,18.0,6.3,56,No
25122,JZI,Airlines,Online,Value Plan,36,GERMANY,167.0,58.45,44,No
16994,JZI,Airlines,Online,Basic Plan,27,MYANMAR,18.0,6.3,27,No
21086,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,INDONESIA,38.0,0.0,36,No
14598,C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,16.0,4.0,34,No
35722,EPX,Travel Agency,Online,Cancellation Plan,13,ISRAEL,53.0,0.0,36,No
11685,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,DENMARK,112.0,0.0,36,No
36209,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,67,AUSTRALIA,-69.3,41.58,31,No
12967,TST,Travel Agency,Offline,Travel Cruise Protect,36,MALAYSIA,30.0,10.5,81,No
5772,JZI,Airlines,Online,Basic Plan,26,THAILAND,18.0,6.3,38,No
34747,JZI,Airlines,Online,Basic Plan,69,JAPAN,26.0,9.1,47,No
10071,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,BRUNEI DARUSSALAM,39.0,0.0,36,No
31083,SSI,Airlines,Online,Ticket Protector,4,SINGAPORE,3.34,0.94,48,No
12608,EPX,Travel Agency,Online,Cancellation Plan,14,VIETNAM,44.0,0.0,36,No
22591,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,33,SWITZERLAND,306.9,184.14,54,No
3007,TTW,Travel Agency,Offline,Individual Comprehensive Plan,402,SINGAPORE,97.0,0.0,31,No
39065,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,MEXICO,112.0,0.0,26,No
15686,EPX,Travel Agency,Online,2 way Comprehensive Plan,73,INDONESIA,20.0,0.0,35,No
8953,SSI,Airlines,Online,Ticket Protector,105,SINGAPORE,2.81,0.79,48,No
8170,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,97,AUSTRALIA,89.1,53.46,31,No
37990,EPX,Travel Agency,Online,Cancellation Plan,7,THAILAND,15.0,0.0,24,No
29020,EPX,Travel Agency,Online,Cancellation Plan,5,VIETNAM,10.0,0.0,30,No
4872,EPX,Travel Agency,Online,Cancellation Plan,22,MYANMAR,31.0,0.0,36,No
3430,JZI,Airlines,Online,Basic Plan,89,VIETNAM,22.0,7.7,53,No
34167,EPX,Travel Agency,Online,Cancellation Plan,18,THAILAND,10.0,0.0,28,No
20629,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,20.0,5.0,31,No
30094,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,GREECE,19.8,11.88,33,No
12817,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,AUSTRALIA,65.0,0.0,36,No
8001,C2B,Airlines,Online,Bronze Plan,0,SINGAPORE,-14.4,3.6,49,No
31473,EPX,Travel Agency,Online,1 way Comprehensive Plan,22,UNITED STATES,20.0,0.0,46,No
17964,EPX,Travel Agency,Online,1 way Comprehensive Plan,59,JAPAN,25.0,0.0,21,No
25895,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,MALAYSIA,29.7,17.82,25,No
15118,KML,Travel Agency,Online,Value Plan,38,NETHERLANDS,75.0,28.5,48,No
18416,C2B,Airlines,Online,Annual Silver Plan,431,SINGAPORE,252.85,63.21,30,No
39033,EPX,Travel Agency,Online,1 way Comprehensive Plan,6,CHINA,31.0,0.0,36,No
34378,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,AUSTRALIA,49.5,29.7,64,No
15766,C2B,Airlines,Online,Silver Plan,4,SINGAPORE,27.0,6.75,22,No
26059,C2B,Airlines,Online,Silver Plan,5,SINGAPORE,24.05,6.01,57,No
24506,RAB,Airlines,Online,Value Plan,25,BRUNEI DARUSSALAM,31.0,12.4,38,No
9332,C2B,Airlines,Online,Silver Plan,7,SINGAPORE,29.0,7.25,33,No
25881,EPX,Travel Agency,Online,2 way Comprehensive Plan,125,INDIA,46.0,0.0,36,No
23546,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,36,NORWAY,89.1,53.46,30,No
10403,EPX,Travel Agency,Online,Cancellation Plan,49,LAOS,18.0,0.0,36,No
5361,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,INDONESIA,20.0,0.0,45,No
22920,EPX,Travel Agency,Online,Cancellation Plan,36,TAIWAN,16.0,0.0,20,No
17473,EPX,Travel Agency,Online,Cancellation Plan,41,POLAND,64.0,0.0,36,No
34024,JZI,Airlines,Online,Basic Plan,142,PHILIPPINES,37.0,12.95,42,No
2028,JZI,Airlines,Online,Basic Plan,40,THAILAND,22.0,7.7,48,No
16941,EPX,Travel Agency,Online,Cancellation Plan,18,HONG KONG,17.0,0.0,36,No
35494,EPX,Travel Agency,Online,2 way Comprehensive Plan,38,CHINA,21.0,0.0,36,No
18859,C2B,Airlines,Online,Annual Gold Plan,436,SINGAPORE,389.35,97.34,28,No
23090,EPX,Travel Agency,Online,Cancellation Plan,61,INDIA,23.0,0.0,35,No
31118,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,MALAYSIA,29.0,0.0,36,No
10693,EPX,Travel Agency,Online,2 way Comprehensive Plan,57,NEW ZEALAND,85.0,0.0,36,No
14126,JZI,Airlines,Online,Basic Plan,21,CHINA,26.0,9.1,71,No
5818,SSI,Airlines,Online,Ticket Protector,38,SINGAPORE,0.92,0.26,48,No
12037,C2B,Airlines,Online,Silver Plan,11,SINGAPORE,58.2,14.55,29,No
32425,EPX,Travel Agency,Online,2 way Comprehensive Plan,67,UNITED KINGDOM,74.0,0.0,36,No
25276,C2B,Airlines,Online,Bronze Plan,31,SINGAPORE,13.5,3.38,23,No
8064,EPX,Travel Agency,Online,Cancellation Plan,32,SOUTH KOREA,22.0,0.0,36,No
16918,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,CHINA,26.0,0.0,36,No
7629,EPX,Travel Agency,Online,2 way Comprehensive Plan,156,SINGAPORE,192.0,0.0,36,No
17963,C2B,Airlines,Online,Silver Plan,60,SINGAPORE,83.0,20.75,26,No
14177,EPX,Travel Agency,Online,2 way Comprehensive Plan,68,HONG KONG,42.0,0.0,36,No
6832,EPX,Travel Agency,Online,Cancellation Plan,6,CAMBODIA,26.0,0.0,36,No
31525,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,193.2,48.3,40,No
37567,JZI,Airlines,Online,Basic Plan,53,AUSTRALIA,26.0,9.1,28,No
6637,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,INDONESIA,20.0,0.0,30,No
2479,EPX,Travel Agency,Online,Cancellation Plan,88,CHINA,17.0,0.0,36,No
24100,EPX,Travel Agency,Online,Cancellation Plan,101,SPAIN,10.0,0.0,36,No
36667,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,30,MALAYSIA,-39.6,23.76,39,No
4187,JZI,Airlines,Online,Basic Plan,116,NETHERLANDS,61.0,21.35,33,No
23005,EPX,Travel Agency,Online,2 way Comprehensive Plan,82,JAPAN,112.0,0.0,36,No
36280,EPX,Travel Agency,Online,Cancellation Plan,7,SINGAPORE,10.0,0.0,49,No
32316,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,2,AUSTRALIA,19.8,11.88,42,No
4133,EPX,Travel Agency,Online,Cancellation Plan,37,CANADA,80.0,0.0,25,No
10150,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,161.0,40.25,35,No
26513,EPX,Travel Agency,Online,Cancellation Plan,73,TAIWAN,10.0,0.0,36,No
38841,C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,17.55,4.39,40,No
17121,EPX,Travel Agency,Online,2 way Comprehensive Plan,86,GERMANY,71.0,0.0,36,No
347,C2B,Airlines,Online,Bronze Plan,40,SINGAPORE,72.5,18.13,26,Yes
7635,EPX,Travel Agency,Online,Cancellation Plan,271,GEORGIA,68.0,0.0,36,No
30985,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,HONG KONG,26.0,0.0,36,No
36715,EPX,Travel Agency,Online,Cancellation Plan,222,NEPAL,28.0,0.0,36,No
14452,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,38,PORTUGAL,99.0,59.4,38,No
4716,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,58,AUSTRALIA,207.9,124.74,64,No
18178,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,MALAYSIA,19.8,11.88,59,No
16717,EPX,Travel Agency,Online,2 way Comprehensive Plan,143,JAPAN,49.0,0.0,36,No
30970,KML,Travel Agency,Online,Value Plan,36,INDONESIA,22.0,8.36,48,No
3216,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,PHILIPPINES,20.0,0.0,36,No
6766,C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,39.0,9.75,42,No
19072,KML,Travel Agency,Online,Premier Plan,33,INDONESIA,38.0,14.44,48,No
9606,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,JAPAN,38.0,0.0,32,No
29735,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,291.75,72.94,31,No
34161,EPX,Travel Agency,Online,Cancellation Plan,2,THAILAND,17.0,0.0,44,No
26994,JZI,Airlines,Online,Basic Plan,1,INDONESIA,18.0,6.3,23,No
15295,RAB,Airlines,Online,Value Plan,52,BRUNEI DARUSSALAM,23.0,9.2,27,No
11718,EPX,Travel Agency,Online,Cancellation Plan,15,CHINA,17.0,0.0,36,No
25729,EPX,Travel Agency,Online,2 way Comprehensive Plan,101,VIETNAM,31.0,0.0,36,No
10488,EPX,Travel Agency,Online,Cancellation Plan,51,MALAYSIA,10.0,0.0,36,No
5844,C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,23.0,5.75,46,No
38098,EPX,Travel Agency,Online,Cancellation Plan,64,JAPAN,51.0,0.0,29,No
25262,EPX,Travel Agency,Online,Cancellation Plan,31,PORTUGAL,23.0,0.0,36,No
21787,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,CHINA,24.0,0.0,36,No
11695,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,63,AUSTRALIA,0.0,29.7,31,No
5777,JZI,Airlines,Online,Basic Plan,65,JAPAN,35.0,12.25,40,No
3611,JZI,Airlines,Online,Basic Plan,87,THAILAND,22.0,7.7,56,No
23496,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,20.0,5.0,21,No
34266,EPX,Travel Agency,Online,Cancellation Plan,22,MALAYSIA,14.0,0.0,36,No
3231,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,18.0,4.5,36,No
35066,JZI,Airlines,Online,Basic Plan,13,HONG KONG,22.0,7.7,51,No
4467,JZI,Airlines,Online,Basic Plan,40,CHINA,22.0,7.7,37,No
26557,EPX,Travel Agency,Online,Cancellation Plan,25,SINGAPORE,31.0,0.0,35,No
22008,CCR,Travel Agency,Offline,Comprehensive Plan,85,THAILAND,29.0,9.57,67,No
18387,JZI,Airlines,Online,Basic Plan,63,VIETNAM,30.0,10.5,30,No
36987,EPX,Travel Agency,Online,Cancellation Plan,11,VIETNAM,21.0,0.0,36,No
29456,EPX,Travel Agency,Online,Cancellation Plan,7,CHINA,0.0,0.0,36,No
27470,EPX,Travel Agency,Online,Cancellation Plan,26,CAMBODIA,10.0,0.0,36,No
37752,EPX,Travel Agency,Online,Cancellation Plan,36,CHINA,30.0,0.0,36,No
18064,EPX,Travel Agency,Online,Cancellation Plan,8,INDIA,21.0,0.0,36,No
3184,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,27.0,6.75,37,Yes
11407,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,66,UNITED STATES,49.5,29.7,57,No
27884,EPX,Travel Agency,Online,Cancellation Plan,27,UNITED STATES,13.0,0.0,33,No
30414,JZI,Airlines,Online,Basic Plan,8,VIETNAM,18.0,6.3,51,No
4563,JZI,Airlines,Online,Basic Plan,32,HONG KONG,26.0,9.1,45,No
4786,EPX,Travel Agency,Online,Cancellation Plan,39,INDONESIA,28.0,0.0,36,No
37513,EPX,Travel Agency,Online,Cancellation Plan,179,PHILIPPINES,39.0,0.0,36,No
29988,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,113,AUSTRALIA,108.9,65.34,36,No
19570,JZI,Airlines,Online,Basic Plan,4,THAILAND,22.0,7.7,33,No
11248,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,13.5,3.38,36,No
4627,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,19.2,4.8,23,No
23393,SSI,Airlines,Online,Ticket Protector,24,SINGAPORE,1.22,0.34,48,No
9238,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,57,AUSTRALIA,79.2,47.52,51,No
2859,EPX,Travel Agency,Online,Cancellation Plan,41,PHILIPPINES,12.0,0.0,36,No
25854,JZI,Airlines,Online,Basic Plan,19,MALAYSIA,18.0,6.3,51,No
30749,EPX,Travel Agency,Online,Cancellation Plan,151,CAMBODIA,35.0,0.0,36,No
37102,C2B,Airlines,Online,Annual Silver Plan,396,SINGAPORE,259.2,64.8,53,Yes
15241,JZI,Airlines,Online,Value Plan,25,HONG KONG,58.0,20.3,47,No
20767,EPX,Travel Agency,Online,Cancellation Plan,5,SOUTH KOREA,21.0,0.0,36,No
18809,EPX,Travel Agency,Online,Cancellation Plan,17,CHINA,10.0,0.0,36,No
7598,EPX,Travel Agency,Online,Cancellation Plan,6,MYANMAR,10.0,0.0,36,No
10965,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,42,Yes
30808,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,UNITED STATES,28.0,0.0,34,No
36480,EPX,Travel Agency,Online,Cancellation Plan,24,SINGAPORE,10.0,0.0,55,No
21290,EPX,Travel Agency,Online,2 way Comprehensive Plan,39,THAILAND,72.0,0.0,36,No
10627,C2B,Airlines,Online,Silver Plan,8,SINGAPORE,24.5,6.13,29,No
22757,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,AUSTRALIA,29.7,17.82,45,No
29068,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,MALAYSIA,20.0,0.0,61,No
30872,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,MALAYSIA,20.0,0.0,64,No
13142,JZI,Airlines,Online,Basic Plan,16,HONG KONG,26.0,9.1,33,No
27994,C2B,Airlines,Online,Silver Plan,5,SINGAPORE,18.5,4.63,30,No
25161,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,THAILAND,39.6,23.76,46,No
36869,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,MALAYSIA,39.6,23.76,38,No
36028,C2B,Airlines,Online,Gold Plan,24,SINGAPORE,69.0,17.25,52,No
11194,EPX,Travel Agency,Online,Cancellation Plan,5,MALAYSIA,11.0,0.0,36,No
15693,JZI,Airlines,Online,Basic Plan,80,SOUTH KOREA,26.0,9.1,30,No
30107,C2B,Airlines,Online,Gold Plan,19,SINGAPORE,70.5,17.63,49,No
27587,EPX,Travel Agency,Online,Cancellation Plan,48,SINGAPORE,48.0,0.0,36,No
5242,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,CHINA,31.0,0.0,36,No
38019,EPX,Travel Agency,Online,Cancellation Plan,38,INDIA,27.0,0.0,36,No
13458,JZI,Airlines,Online,Basic Plan,12,CHINA,35.0,12.25,52,No
30816,EPX,Travel Agency,Online,Cancellation Plan,26,JAPAN,26.0,0.0,28,No
26802,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,54,THAILAND,49.5,29.7,31,No
27697,EPX,Travel Agency,Online,Cancellation Plan,83,SOUTH KOREA,28.0,0.0,36,No
15042,EPX,Travel Agency,Online,Cancellation Plan,9,THAILAND,17.0,0.0,45,No
24182,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,UNITED KINGDOM,118.8,71.28,31,No
37267,EPX,Travel Agency,Online,Cancellation Plan,83,CHINA,45.0,0.0,36,No
38100,EPX,Travel Agency,Online,Cancellation Plan,7,MALAYSIA,10.0,0.0,45,No
6312,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,MALAYSIA,49.5,29.7,31,No
5559,C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,56.5,14.13,25,No
36324,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,42,MALAYSIA,29.7,17.82,72,No
31398,JZI,Airlines,Online,Basic Plan,4,MALAYSIA,18.0,6.3,54,No
24764,C2B,Airlines,Online,Annual Silver Plan,403,SINGAPORE,187.85,46.96,34,No
1801,SSI,Airlines,Online,Ticket Protector,117,SINGAPORE,8.91,2.5,48,No
33560,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,140,ICELAND,118.8,71.28,33,No
13663,EPX,Travel Agency,Online,Cancellation Plan,10,CHINA,56.0,0.0,36,No
14707,EPX,Travel Agency,Online,Cancellation Plan,26,SINGAPORE,80.0,0.0,36,No
23038,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,AUSTRALIA,-89.1,53.46,42,No
24082,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,THAILAND,55.0,0.0,35,No
34799,JZI,Airlines,Online,Basic Plan,34,HONG KONG,26.0,9.1,41,No
22021,C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,20.0,5.0,69,No
23725,EPX,Travel Agency,Online,2 way Comprehensive Plan,127,UNITED STATES,112.0,0.0,52,No
11600,EPX,Travel Agency,Online,2 way Comprehensive Plan,180,THAILAND,24.0,0.0,36,No
10704,RAB,Airlines,Online,Value Plan,4,BRUNEI DARUSSALAM,15.0,6.0,46,No
13643,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,CHINA,62.0,0.0,36,No
3792,EPX,Travel Agency,Online,Cancellation Plan,39,HONG KONG,37.0,0.0,36,No
4121,EPX,Travel Agency,Online,Cancellation Plan,14,MALAYSIA,12.0,0.0,48,No
39122,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,THAILAND,19.8,11.88,42,No
30601,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,HONG KONG,20.0,0.0,58,No
20158,LWC,Travel Agency,Online,Annual Travel Protect Silver,411,UNITED STATES,229.8,149.37,39,No
36448,JZI,Airlines,Online,Basic Plan,76,HONG KONG,26.0,9.1,50,No
1203,EPX,Travel Agency,Online,Cancellation Plan,97,MYANMAR,14.0,0.0,36,No
14901,EPX,Travel Agency,Online,Cancellation Plan,43,JAPAN,34.0,0.0,39,No
34976,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,AUSTRALIA,99.0,59.4,62,No
2532,KML,Travel Agency,Online,Premier Plan,11,PORTUGAL,111.0,42.18,48,No
4488,JZI,Airlines,Online,Basic Plan,7,TAIWAN,26.0,9.1,39,No
37278,JZI,Airlines,Online,Basic Plan,10,THAILAND,18.0,6.3,48,No
14556,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,34,SPAIN,89.1,53.46,31,No
1030,EPX,Travel Agency,Online,Cancellation Plan,39,VIETNAM,11.0,0.0,36,No
31514,JZI,Airlines,Online,Basic Plan,15,TAIWAN,35.0,12.25,31,No
29717,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,MALAYSIA,45.0,0.0,45,No
17382,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,TAIWAN,21.0,0.0,50,No
11895,EPX,Travel Agency,Online,Cancellation Plan,2,INDONESIA,20.0,0.0,36,No
9634,EPX,Travel Agency,Online,Cancellation Plan,8,AUSTRALIA,36.0,0.0,36,No
18519,C2B,Airlines,Online,Gold Plan,153,SINGAPORE,176.25,44.06,21,No
522,EPX,Travel Agency,Online,2 way Comprehensive Plan,56,THAILAND,20.0,0.0,41,No
33716,JZI,Airlines,Online,Basic Plan,21,THAILAND,30.0,10.5,60,No
28031,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,THAILAND,20.0,0.0,45,No
37601,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,AUSTRALIA,39.6,23.76,28,No
14506,EPX,Travel Agency,Online,Cancellation Plan,53,CANADA,15.0,0.0,25,No
20371,C2B,Airlines,Online,Bronze Plan,20,SINGAPORE,20.0,5.0,35,No
17634,JZI,Airlines,Online,Value Plan,48,AUSTRIA,125.0,43.75,40,No
9568,EPX,Travel Agency,Online,Cancellation Plan,52,CANADA,15.0,0.0,31,No
14061,KML,Travel Agency,Online,Value Plan,9,NETHERLANDS,75.0,28.5,48,No
18146,JZI,Airlines,Online,Basic Plan,12,SWITZERLAND,55.0,19.25,32,No
33804,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216.0,54.0,67,No
234,EPX,Travel Agency,Online,Cancellation Plan,11,SINGAPORE,80.0,0.0,36,No
11203,EPX,Travel Agency,Online,2 way Comprehensive Plan,62,CHINA,26.0,0.0,36,No
7342,EPX,Travel Agency,Online,2 way Comprehensive Plan,123,HONG KONG,82.0,0.0,36,No
14912,EPX,Travel Agency,Online,2 way Comprehensive Plan,38,INDONESIA,20.0,0.0,36,Yes
10156,EPX,Travel Agency,Online,Cancellation Plan,6,UNITED STATES,61.0,0.0,36,No
19546,EPX,Travel Agency,Online,Cancellation Plan,66,ITALY,10.0,0.0,36,No
7452,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,10,UNITED ARAB EMIRATES,39.5,25.68,25,No
17316,EPX,Travel Agency,Online,2 way Comprehensive Plan,67,MALAYSIA,20.0,0.0,36,No
6662,C2B,Airlines,Online,Bronze Plan,20,SINGAPORE,29.5,7.38,47,No
2108,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,SINGAPORE,52.0,0.0,36,No
727,EPX,Travel Agency,Online,Cancellation Plan,12,INDONESIA,14.0,0.0,26,No
30896,EPX,Travel Agency,Online,Cancellation Plan,48,INDONESIA,14.0,0.0,35,No
17118,C2B,Airlines,Online,Annual Silver Plan,383,SINGAPORE,216.0,54.0,31,No
19349,EPX,Travel Agency,Online,Cancellation Plan,16,INDONESIA,13.0,0.0,29,No
11266,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,FRANCE,79.2,47.52,45,No
15676,EPX,Travel Agency,Online,Cancellation Plan,18,JAPAN,22.0,0.0,36,No
5367,EPX,Travel Agency,Online,Cancellation Plan,273,UNITED STATES,64.0,0.0,26,No
32814,EPX,Travel Agency,Online,2 way Comprehensive Plan,65,JAPAN,43.0,0.0,35,No
29715,EPX,Travel Agency,Online,Cancellation Plan,19,MALAYSIA,12.0,0.0,28,No
38114,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,23,THAILAND,39.6,23.76,40,No
12077,EPX,Travel Agency,Online,2 way Comprehensive Plan,25,PHILIPPINES,22.0,0.0,36,No
21206,JZI,Airlines,Online,Value Plan,60,INDIA,45.0,15.75,55,No
15611,EPX,Travel Agency,Online,Cancellation Plan,36,TAIWAN,18.0,0.0,36,No
29763,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,THAILAND,23.0,0.0,46,No
711,EPX,Travel Agency,Online,Cancellation Plan,14,SINGAPORE,32.0,0.0,36,No
26724,EPX,Travel Agency,Online,2 way Comprehensive Plan,33,INDONESIA,22.0,0.0,59,No
5345,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,CHINA,71.0,0.0,34,No
10160,C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,27.0,6.75,34,No
30974,CCR,Travel Agency,Offline,Comprehensive Plan,226,MALAYSIA,29.0,9.57,73,No
25647,C2B,Airlines,Online,Bronze Plan,32,SINGAPORE,33.5,8.38,32,No
12012,EPX,Travel Agency,Online,Cancellation Plan,16,HONG KONG,0.0,0.0,36,No
14968,EPX,Travel Agency,Online,Cancellation Plan,30,THAILAND,55.0,0.0,36,No
7587,LWC,Travel Agency,Online,Annual Travel Protect Platinum,365,UNITED STATES,323.4,210.21,40,No
588,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,PAKISTAN,112.0,0.0,36,No
38180,C2B,Airlines,Online,Annual Silver Plan,407,SINGAPORE,0.0,72.94,33,No
19307,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,20.0,5.0,70,No
21750,EPX,Travel Agency,Online,Cancellation Plan,47,UNITED STATES,15.0,0.0,23,No
